
=== distintos: corr(L,R)=+0.0051
  0.020     23/23 FP19 19/23 FP14 19/23 FP14 19/23 FP14 15/23 FP14 15/23 FP14 12/23 FP14 12/23 FP14
  0.050     23/23 FP24 19/23 FP19 19/23 FP19 19/23 FP19 15/23 FP19 15/23 FP19 13/23 FP18 13/23 FP18
  0.100     23/23 FP24 19/23 FP19 19/23 FP19 19/23 FP19 15/23 FP19 15/23 FP19 14/23 FP18 14/23 FP18
  0.130     23/23 FP26 19/23 FP21 19/23 FP21 19/23 FP21 15/23 FP19 15/23 FP19 14/23 FP19 14/23 FP19
  0.200     23/23 FP31 19/23 FP26 19/23 FP26 19/23 FP26 15/23 FP21 15/23 FP21 14/23 FP21 14/23 FP21
  0.300     23/23 FP33 19/23 FP28 19/23 FP28 19/23 FP28 15/23 FP23 15/23 FP23 15/23 FP23 15/23 FP23

=== rejilla con r_ref — celdas que HOY se escapan ===
  corr <     rel>=-100   rel>=-40   rel>=-30   rel>=-20   rel>=-15   rel>=-12    rel>=-9    rel>=-6
  0.008     23/23 FP 6 19/23 FP 1 19/23 FP 1 19/23 FP 1 15/23 FP 0 15/23 FP 0 12/23 FP 0 12/23 FP 0
  0.020     23/23 FP 6 19/23 FP 1 19/23 FP 1 19/23 FP 1 15/23 FP 0 15/23 FP 0 12/23 FP 0 12/23 FP 0
  0.050     23/23 FP 6 19/23 FP 1 19/23 FP 1 19/23 FP 1 15/23 FP 0 15/23 FP 0 12/23 FP 0 12/23 FP 0
  0.100     23/23 FP 6 19/23 FP 1 19/23 FP 1 19/23 FP 1 15/23 FP 0 15/23 FP 0 12/23 FP 0 12/23 FP 0
  0.130     23/23 FP 8 19/23 FP 3 19/23 FP 3 19/23 FP 3 15/23 FP 2 15/23 FP 2 13/23 FP 2 13/23 FP 2
  0.200     23/23 FP19 19/23 FP13 19/23 FP13 19/23 FP13 15/23 FP 7 15/23 FP 7 13/23 FP 6 13/23 FP 6
  0.300     23/23 FP25 19/23 FP20 19/23 FP20 19/23 FP20 15/23 FP15 15/23 FP15 15/23 FP15 15/23 FP15
